ZPPG id,Longitude,Latitude,Shortitude,Deltitude,Strange Smell?,Air Tastes Like,Feng Shui of Surrounding Area,Weird Sounds,Local Value of Pi,Murphy's Constant,ZPPG Performance
1429,-156.076,34.7,32.423,-30.918,Somewhat,Apples,Disharmonious,"['Unearthly Squelching', 'Impossible Humming']",3.1328,3.74,1.96%
1430,85.738,57.065,-9.613,-58.029,No,Apples,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.157,5.56,11.27%
1431,-137.315,21.819,-39.253,61.198,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1387,4.49,9.07%
1432,20.72,32.033,23.663,-6.505,No,Apples,Adequate,['Eerie Silence'],3.1145,3.35,27.21%
1433,-166.229,-19.936,22.078,-53.155,Somewhat,Nothing In Particular,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1349,4.61,2.59%
1434,-113.569,72.482,38.316,27.687,EXTREMELY,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.131,4.94,13.68%
1435,-96.892,67.507,-31.838,-36.345,No,Copper,Adequate,['Unnatural Buzzing'],3.1429,4.92,30.25%
1436,-45.127,48.562,-64.424,-27.399,No,Nothing In Particular,Adequate,['Eerie Silence'],3.1341,4.98,22.06%
1437,-10.659,76.63,-19.544,-41.926,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1377,1.39,51.49%
1438,-15.975,-22.927,60.889,44.228,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1192,2.69,22.74%
1439,34.764,45.723,-18.258,12.73,No,Mint,Adequate,['Eerie Silence'],3.1398,3.88,77.30%
1440,117.145,-56.214,23.697,-34.428,Somewhat,Nothing In Particular,Exceptional,['Eerie Silence'],3.1531,2.37,40.34%
1441,81.29,-23.645,13.809,15.295,No,Mint,Adequate,['Otherworldly Skittering'],3.1559,5.74,15.14%
1442,-53.979,-25.51,15.721,62.651,No,Mint,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1229,4.09,2.34%
1443,76.132,61.629,51.888,44.778,Somewhat,Mint,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1475,4.61,15.23%
1444,-72.427,34.55,33.927,-44.705,No,Burning,Adequate,['Unnatural Buzzing'],3.1296,4.8,20.07%
1445,-86.142,22.87,-49.497,-8.619,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1081,4.56,8.45%
1446,-100.657,19.6,20.139,21.122,No,Mint,Adequate,['Otherworldly Skittering'],3.1219,2.67,34.80%
1447,-66.467,-52.172,-29.655,59.262,No,Apples,Adequate,['Otherworldly Skittering'],3.1615,5.37,22.44%
1448,65.887,38.793,58.528,-24.789,Somewhat,Mint,Disharmonious,['Unearthly Squelching'],3.1314,1.54,27.87%
1449,-171.862,-31.493,56.053,24.243,No,Apples,Disharmonious,['Eerie Silence'],3.1213,4.32,16.35%
1450,-8.59,-17.663,-56.805,-71.08,Somewhat,Apples,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.12,4.51,2.81%
1451,-128.333,-17.132,41.63,-25.236,No,Apples,Disharmonious,['Impossible Humming'],3.1185,2.55,5.01%
1452,125.451,-10.772,23.2,-68.056,No,Burning,Adequate,['Eerie Silence'],3.1398,2.62,56.03%
1453,152.055,24.98,-28.303,-7.249,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1229,5.64,7.08%
1454,142.283,67.155,-55.64,-32.711,Somewhat,Apples,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1292,4.2,2.69%
1455,-100.562,55.573,-49.459,-68.345,No,Nothing In Particular,Adequate,['Eerie Silence'],3.1732,5.23,15.33%
1456,49.203,-38.779,-35.189,-61.786,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1314,2.61,32.17%
1457,-169.139,-32.24,-46.324,38.751,No,Mint,Disharmonious,['Unnatural Buzzing'],3.1423,4.63,19.64%
1458,-131.259,-47.655,39.892,-7.271,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1332,5,13.23%
1459,-10.385,-33.592,-34.209,28.693,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1342,2.89,28.05%
1460,105.35,6.948,45.327,-38.246,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1564,5.61,13.08%
1461,111.289,31.332,-52.441,-56.484,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1479,3.3,1.92%
1462,-162.869,-39.759,-47.157,-66.596,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.163,5.16,16.79%
1463,178.288,-40.63,-27.922,50.706,Somewhat,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1608,2.99,24.70%
1464,14.684,19.485,-43.833,-36.819,No,Apples,Disharmonious,['Eerie Silence'],3.1611,3.28,31.95%
1465,-170.064,36.545,-12.663,37.321,No,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1511,4.1,14.52%
1466,-86.927,-17.916,-55.311,-65.449,EXTREMELY,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.114,3.03,5.94%
1467,-74.789,-33.212,6.463,-57.236,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1342,4.41,15.23%
1468,-98.465,32.745,23.788,16.114,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1314,1.88,16.01%
1469,92.934,27.085,48.96,-13.731,No,Burning,Adequate,['Unnatural Buzzing'],3.1463,3.65,39.79%
1470,143.605,-47.018,-60.069,-69.595,Somewhat,Apples,Disharmonious,['Impossible Humming'],3.1435,3.86,7.81%
1471,94.599,-45.665,-51.559,29.159,No,Burning,Adequate,['Unnatural Buzzing'],3.1717,3.94,50.21%
1472,60.347,32.964,-44.572,44.726,No,Apples,Adequate,['Otherworldly Skittering'],3.1231,1.36,35.43%
1473,104.998,20.36,-44.236,-8.444,No,Mint,Exceptional,['Eerie Silence'],3.1277,2.99,48.55%
1474,-85.166,-55.808,-38.181,11.604,No,Mint,Adequate,['Otherworldly Skittering'],3.1241,3.51,53.61%
1475,-70.364,25.475,45.934,-60.491,No,Mint,Adequate,['Unnatural Buzzing'],3.1582,5.61,11.37%
1476,157.347,50.579,47.599,-60.886,No,Mint,Disharmonious,['Eerie Silence'],3.1458,4.21,52.80%
1477,125.494,-18.372,24.134,13.116,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1167,3.75,19.21%
1478,136.28,43.939,40.932,59.317,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1049,3.32,34.64%
1479,45.126,38.731,12.408,20.7,Somewhat,Copper,Adequate,['Otherworldly Skittering'],3.1299,1.64,59.02%
1480,-16.599,45.89,37.155,-44.327,Somewhat,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1178,3.58,14.47%
1481,-107.964,-1.403,-16.905,-44.773,Somewhat,Apples,Adequate,['Eerie Silence'],3.1259,4.61,13.97%
1482,-141.027,-44.404,-22.079,58.666,Somewhat,Burning,Exceptional,"['Unnatural Buzzing', 'Impossible Humming']",3.1319,3.32,8.83%
1483,148.721,-54.233,-47.407,-17.803,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1304,1.36,57.25%
1484,-135.707,27.109,57.976,-37.726,No,Mint,Adequate,['Otherworldly Skittering'],3.1526,3.73,39.39%
1485,128.622,58.027,45.329,38.323,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1427,4.69,30.72%
1486,36.898,46.473,-38.06,-14.278,Somewhat,Mint,Exceptional,['Otherworldly Skittering'],3.1706,3.86,52.57%
1487,-135.473,52.079,58.996,-26.069,No,Apples,Adequate,['Otherworldly Skittering'],3.1524,1.42,58.01%
1488,162.067,-49.416,-30.546,-37.663,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1426,5.69,7.08%
1489,-45.926,-23.803,49.15,37.699,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1342,2.37,3.09%
1490,88.164,-23.435,39.463,57.065,Somewhat,Apples,Adequate,['Eerie Silence'],3.137,2.52,30.55%
1491,151.233,-18.608,23.476,-28.335,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1724,4.16,13.34%
1492,8.165,-35.064,-22.652,-14.187,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1478,5.47,16.51%
1493,38.334,-62.591,-33.312,43.818,Somewhat,Burning,Adequate,['Unnatural Buzzing'],3.1458,4.82,34.97%
1494,129.253,41.763,53.547,34.144,EXTREMELY,Apples,Adequate,['Otherworldly Skittering'],3.1369,3.97,42.28%
1495,-48.447,-41.29,-51.06,46.309,No,Mint,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.1688,3.7,11.08%
1496,22.486,-49.292,-32.845,-35.927,No,Mint,Adequate,['Eerie Silence'],3.1579,3.91,77.35%
1497,5.998,49.7,31.92,-37.881,Somewhat,Apples,Adequate,['Eerie Silence'],3.1419,3.67,44.10%
1498,-15.334,-23.627,-53.03,-31.105,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1327,3.82,30.16%
1499,-48.196,9.385,25.669,33.368,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1516,5.36,16.61%
1500,168.153,-42.667,58.007,37.931,No,Mint,Disharmonious,"['Unnatural Buzzing', 'Impossible Humming']",3.1432,4.8,6.96%
1501,-174.238,-55.148,-33.909,-21.838,EXTREMELY,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1532,4.91,14.53%
1502,48.048,-27.503,-10.401,54.182,No,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1597,1.44,12.22%
1503,0.283,-47.905,33.612,30.623,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1219,4.34,27.57%
1504,-28.233,-14.062,-21.084,32.191,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1562,5.17,14.03%
1505,-71.263,-27.216,-31.579,77.894,No,Mint,Adequate,['Unnatural Buzzing'],3.1518,2.45,40.18%
1506,-77.685,-69.016,72.791,27.261,No,Burning,Adequate,['Unnatural Buzzing'],3.1389,4.84,33.90%
1507,-55.323,47.051,59.195,-54.652,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1389,5.17,21.01%
1508,-158.208,31.372,-54.433,29.098,No,Burning,Disharmonious,['Eerie Silence'],3.1768,3.1,31.66%
1509,-67.629,-50.632,-46.922,-32.945,Somewhat,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1467,1.88,22.00%
1510,-124.935,46.187,49.218,32.737,No,Apples,Disharmonious,['Unnatural Buzzing'],3.1369,5.99,4.71%
1511,70.989,-35.943,-14.866,52.916,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1352,5.24,7.15%
1512,174.073,-40.174,29.558,-42.518,No,Mint,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1289,3.88,27.02%
1513,-123.921,-47.107,54.688,-21.647,No,Burning,Adequate,['Eerie Silence'],3.1515,3.34,73.80%
1514,-87.535,58.336,-51.222,-63.003,No,Mint,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1613,5.9,6.99%
1515,20.247,58.531,41.662,57.826,Somewhat,Mint,Disharmonious,['Impossible Humming'],3.1542,5.88,2.90%
1516,146.452,-58.388,-38.012,-37.153,No,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1184,2.98,23.83%
1517,20.967,-27.806,-8.197,-43.551,No,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1185,3.74,14.56%
1518,67.628,36.237,34.665,58.647,Somewhat,Burning,Disharmonious,['Unnatural Buzzing'],3.1505,2.87,50.02%
1519,-46.298,38.835,-38.248,62.959,No,Burning,Disharmonious,['Eerie Silence'],3.107,3.38,41.53%
1520,53.303,-32.135,56.229,77.366,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1422,5.05,8.59%
1521,-7.042,23.664,49.558,-20.337,No,Apples,Adequate,['Otherworldly Skittering'],3.1474,4.09,31.65%
1522,156.284,41.061,-51.873,-50.919,No,Nothing In Particular,Adequate,['Impossible Humming'],3.1429,4.07,8.03%
1523,-136.337,30.376,-41.631,44.501,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1298,0.82,12.46%
1524,-150.547,57.298,-24.885,3.829,Somewhat,Apples,Disharmonious,['Unnatural Buzzing'],3.1352,5.72,6.63%
1525,61.396,-20.311,-33.926,-47.318,Somewhat,Nothing In Particular,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.1106,2.46,2.78%
1526,58.536,28.298,26.327,-27.654,No,Mint,Adequate,['Eerie Silence'],3.1275,4.77,30.52%
1527,24.576,35.609,55.526,-31.439,No,Mint,Adequate,['Unnatural Buzzing'],3.1418,3.95,34.67%
1528,168.177,46.38,-61.509,-46.219,Somewhat,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.12,3.55,9.12%
1529,-18.039,-61.534,-23.094,35.674,Somewhat,Burning,Disharmonious,"['Unnatural Buzzing', 'Impossible Humming']",3.13,4.68,5.66%
1530,159.361,-59.032,63.229,43.067,No,Mint,Adequate,['Unnatural Buzzing'],3.1616,3.52,50.52%
1531,-51.724,41.222,-31.362,-29.253,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1487,5.74,9.35%
1532,-170.706,-49.226,-77.934,-41.274,No,Mint,Adequate,['Unnatural Buzzing'],3.1376,5.52,19.46%
1533,129.699,-49.288,-72.006,-47.741,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1191,4.56,8.42%
1534,101.921,-28.458,48.801,47.917,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1713,4.31,13.74%
1535,-162.119,-33.017,-52.656,41.835,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1514,0.95,22.61%
1536,0.709,-8.057,-34.872,-57.012,No,Apples,Exceptional,['Eerie Silence'],3.1637,4.32,29.73%
1537,-131.958,-43.551,-45.753,46.12,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1588,4.4,15.67%
1538,132.257,30.349,34.753,83.019,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.135,5.56,9.04%
1539,96.181,-70.366,22.319,36.656,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1174,4.69,6.39%
1540,-42.289,20.331,-59.449,-34.719,Somewhat,Nothing In Particular,Exceptional,['Unnatural Buzzing'],3.1503,3.42,16.18%
1541,-15.013,44.819,37.951,-25.042,Somewhat,Burning,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.128,3.87,18.51%
1542,-151.657,41.454,-40.612,46.961,Somewhat,Apples,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1473,3.98,13.46%
1543,-152.383,-43.059,-52.379,-36.961,EXTREMELY,Nothing In Particular,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.124,3.4,4.73%
1544,-68.834,66.431,21.031,-21.791,No,Mint,Adequate,['Impossible Humming'],3.1402,4.96,10.03%
1545,104.133,57.031,-22.34,-27.274,No,Mint,Adequate,['Unnatural Buzzing'],3.1329,5.31,26.82%
1546,133.499,-40.66,-58.432,-76.291,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1302,3.2,28.19%
1547,146.885,-43.893,-64.331,35.625,No,Burning,Disharmonious,['Eerie Silence'],3.1095,4.38,34.36%
1548,-91.233,56.102,11.622,29.136,Somewhat,Apples,Disharmonious,['Unnatural Buzzing'],3.1536,3.73,23.98%
1549,121.46,-10.824,23.757,-11.741,Somewhat,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1181,5.93,2.45%
1550,1.089,68.215,-26.529,-48.89,No,Copper,Adequate,['Unnatural Buzzing'],3.1325,4.83,33.74%
1551,-121.336,-13.638,18.406,73.103,No,Mint,Disharmonious,['Otherworldly Skittering'],3.142,4.37,27.11%
1552,23.858,17.565,70.088,-35.381,No,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1182,4.51,12.70%
1553,-104.937,-0.441,21.537,13.434,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1228,3.77,16.82%
1554,67.066,53.344,-42.617,17.106,Somewhat,Mint,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.1232,3.77,8.46%
1555,-59.886,35.938,64.187,-23.358,Somewhat,Mint,Adequate,['Eerie Silence'],3.13,2.38,33.13%
1556,171.189,51.239,-24.837,-60.753,No,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1591,0.47,37.77%
1557,145.984,-33.307,52.607,45.477,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering', 'Impossible Humming']",3.1227,4.22,1.35%
1558,127.454,-40.974,-36.864,-48.764,No,Apples,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1387,3.66,11.96%
1559,-99.088,22.931,37.16,-85.594,Somewhat,Nothing In Particular,Adequate,['Unearthly Squelching'],3.1625,4.93,5.04%
1560,54.082,-38.988,39.408,3.356,No,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1369,2.01,37.36%
1561,3.381,-43.814,59.254,54.578,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1165,2.89,35.39%
1562,-75.952,55.602,-26.147,-36.707,No,Mint,Adequate,['Otherworldly Skittering'],3.1421,4.82,44.81%
1563,-52.996,41.279,12.884,-65.632,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1578,4.84,27.78%
1564,58.717,25.329,16.914,-36.272,Somewhat,Burning,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1455,4.19,8.27%
1565,-117.393,-31.036,74.254,5.082,Somewhat,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1241,2.34,9.30%
1566,77.707,24.071,-27.715,-68.761,No,Burning,Adequate,['Unnatural Buzzing'],3.1123,2.2,32.06%
1567,-61.693,30.697,42.89,-46.765,No,Mint,Adequate,['Otherworldly Skittering'],3.1373,5.93,8.30%
1568,-103.27,-62.22,66.751,21.5,Somewhat,Apples,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1472,3.95,2.56%
1569,60.943,49.019,-30.388,-26.084,No,Apples,Adequate,['Eerie Silence'],3.1675,5.67,18.14%
1570,-113.641,-32.499,-39.426,-42.667,Somewhat,Apples,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1267,3.73,6.86%
1571,-168.932,-45.391,40.166,-25.455,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.124,3.75,28.24%
1572,-144.309,39.275,-22.611,22.065,No,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1584,4.18,21.28%
1573,149.309,-31.113,-46.291,-15.408,EXTREMELY,Mint,Adequate,['Impossible Humming'],3.1314,5.53,3.49%
1574,91.174,-36.146,-5.224,-9.296,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1341,3.63,42.63%
1575,-59.402,71.259,-25.131,-52.799,No,Nothing In Particular,Exceptional,['Unearthly Squelching'],3.126,5.14,9.19%
1576,-146.151,-56.68,52.089,30.496,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1645,3.53,34.16%
1577,129.063,-50.104,19.201,-17.155,Somewhat,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1589,2.61,21.93%
1578,138.536,-30.488,-33.938,62.817,No,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.15,4.19,9.79%
1579,-90.591,22.137,-46.797,50.394,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1496,5.52,7.59%
1580,96.02,54.257,77.612,-53.258,Somewhat,Apples,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1323,1.02,17.92%
1581,-78.827,-45.426,19.854,-36.218,No,Apples,Adequate,['Eerie Silence'],3.1546,2.82,58.73%
1582,147.12,26.706,-21.194,23.227,No,Nothing In Particular,Disharmonious,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1105,3.63,6.40%
1583,129.152,-35.235,-67.848,-35.057,No,Apples,Adequate,['Impossible Humming'],3.1203,5.81,1.61%
1584,-2.633,30.857,17.061,58.8,Somewhat,Apples,Disharmonious,['Unnatural Buzzing'],3.1548,5.15,9.91%
1585,69.528,5.845,19.775,9.996,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.171,3.53,32.87%
1586,-151.015,-17.27,-40.45,21.122,Somewhat,Mint,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1515,4.76,1.71%
1587,42.887,-38.938,-39.38,68.333,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1428,2.32,39.81%
1588,-29.269,-31.051,13.557,-51.691,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.15,5.22,13.04%
1589,121.473,-43.603,-26.783,31.671,Somewhat,Mint,Adequate,['Unearthly Squelching'],3.1432,3.55,30.32%
1590,108.255,-64.876,29.6,31.988,No,Mint,Disharmonious,['Otherworldly Skittering'],3.1554,4.93,42.27%
1591,79.35,-29.343,0.654,-40.895,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1568,2.99,32.44%
1592,-54.924,25.269,38.915,-42.085,Somewhat,Nothing In Particular,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.158,5.44,1.74%
1593,-130.735,-59.638,32.946,-10.062,Somewhat,Burning,Disharmonious,"['Unearthly Squelching', 'Impossible Humming']",3.1414,3.9,4.75%
1594,15.47,-38.06,39.208,42.525,No,Mint,Adequate,['Unearthly Squelching'],3.152,3.08,47.69%
1595,170.963,-20.747,-25.739,77.544,No,Burning,Disharmonious,['Eerie Silence'],3.1566,4.02,35.71%
1596,29.688,12.495,58.415,49.226,No,Mint,Disharmonious,['Otherworldly Skittering'],3.1459,4.59,31.63%
1597,76.128,-14.428,4.812,54.554,Somewhat,Apples,Exceptional,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1525,1.68,14.48%
1598,-7.269,-57.687,-36.769,-53.92,Somewhat,Copper,Adequate,['Impossible Humming'],3.1138,5.47,3.76%
1599,-12.636,-46.764,31.643,29.491,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.155,3.87,31.70%
1600,-64.614,48.091,-29.398,-10.414,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1765,5.91,5.80%
1601,-113.323,-44.237,34.366,-31.063,No,Copper,Adequate,['Eerie Silence'],3.1713,1.19,63.60%
1602,-92.37,-41.647,-30.208,-22.852,Somewhat,Apples,Disharmonious,['Otherworldly Skittering'],3.121,2.7,26.22%
1603,100.348,-48.256,-29.297,-58.033,Somewhat,Nothing In Particular,Exceptional,['Otherworldly Skittering'],3.1385,1.28,37.92%
1604,88.385,-47.219,-44.453,38.852,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1356,5.08,13.16%
1605,137.776,-21.721,-33.563,25.836,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1217,5.71,4.43%
1606,5.781,-33.631,-35.877,37.081,Somewhat,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1286,5.91,1.55%
1607,-69.622,-41.641,-48.989,6.482,Somewhat,Burning,Adequate,['Impossible Humming'],3.129,3.64,10.95%
1608,-83.312,35.84,-15.41,34.387,Somewhat,Burning,Disharmonious,['Unnatural Buzzing'],3.1133,3.35,15.13%
1609,-108.289,-60.478,31.875,-57.559,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1534,4.69,20.64%
1610,146.182,21.031,-32.239,-37.402,No,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1353,3.78,20.87%
1611,-70.805,-54.901,-30.54,-65.1,No,Mint,Adequate,['Otherworldly Skittering'],3.147,1.6,86.73%
1612,5.896,24.599,7.838,2.437,Somewhat,Mint,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1672,4.3,8.95%
1613,17.436,-44.14,36.967,23.91,Somewhat,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1349,2.5,21.76%
1614,173.483,45.335,39.708,18.173,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1641,4.91,16.12%
1615,163.12,-11.128,30.257,-26.587,No,Apples,Disharmonious,['Unnatural Buzzing'],3.1406,3.99,18.45%
1616,-163.443,-67.693,20.147,-43.684,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1154,4.7,14.33%
1617,75.064,55.734,-31.34,-61.418,Somewhat,Copper,Adequate,['Eerie Silence'],3.152,3.31,65.62%
1618,128.907,56.654,-20.646,22.859,Somewhat,Nothing In Particular,Disharmonious,"['Unnatural Buzzing', 'Impossible Humming']",3.1348,3.72,4.05%
1619,-81.999,27.726,59.029,45.309,No,Mint,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1337,4.89,11.78%
1620,-169.666,30.007,51.633,-74.46,EXTREMELY,Apples,Adequate,['Eerie Silence'],3.1396,1.48,33.17%
1621,35.568,-55.438,18.643,-15.643,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1577,3.16,26.60%
1622,55.655,-20.891,-52.125,68.839,Somewhat,Apples,Disharmonious,['Otherworldly Skittering'],3.139,1.92,26.81%
1623,-152.992,18.812,-58.649,62.169,Somewhat,Mint,Adequate,['Eerie Silence'],3.1427,3.49,32.49%
1624,118.623,-33.46,-28.228,-68.7,No,Burning,Adequate,['Otherworldly Skittering'],3.1572,1.96,58.74%
1625,66.608,3.414,-29.003,36.825,Somewhat,Nothing In Particular,Disharmonious,"['Unnatural Buzzing', 'Impossible Humming']",3.111,3.07,2.17%
1626,-24.079,52.551,41.272,-32.751,No,Mint,Adequate,['Unnatural Buzzing'],3.1443,4.75,41.35%
1627,-59.798,7.179,13.229,41.136,EXTREMELY,Copper,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1268,5.97,2.21%
1628,99.124,-45.682,68.517,33.447,No,Mint,Disharmonious,['Unnatural Buzzing'],3.1449,4.54,38.93%
1629,126.357,-51.934,-24.403,31.606,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1241,3.87,17.63%
1630,-119.679,49.41,39.507,-54.223,Somewhat,Mint,Adequate,['Impossible Humming'],3.1158,5.75,2.45%
1631,-162.281,-70.102,-37.943,62.19,No,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1353,3.55,31.82%
1632,-165.488,6.314,38.24,47.537,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1185,1.55,27.64%
1633,65.818,60.778,36.074,-62.889,No,Nothing In Particular,Adequate,['Impossible Humming'],3.1553,3.6,10.51%
1634,154.169,43.859,-37.029,33.92,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1656,3.18,28.46%
1635,59.886,-49.184,-29.904,-17.79,No,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering', 'Impossible Humming']",3.1519,4.09,4.67%
1636,-153.502,-59.186,-45.793,55.765,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1497,4.73,37.15%
1637,-45.298,-55.566,-54.372,-12.208,Somewhat,Copper,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1397,3.4,11.63%
1638,13.253,41.534,61.147,16.688,Somewhat,Apples,Adequate,['Eerie Silence'],3.1469,2.6,52.58%
1639,167.642,-47.478,38.067,64.729,No,Mint,Adequate,['Otherworldly Skittering'],3.1668,3.41,63.43%
